;Region,Year,;Trigger,;Weak Layer,Depth_inches,;Aspect,Day,Elevation_feet,Vertical_inches,Month
Ogden,2019,Unknown,New Snow/Old Snow Interface,7.0,North,16,8800.0,1800.0,3
Provo,2019,Natural,Wet grains,72.0,Southwest,16,10400.0,24000.0,3
Salt Lake,2019,Natural,New Snow/Old Snow Interface,14.0,Southeast,15,10700.0,12000.0,3
Uintas,2019,Natural,Ground Interface,24.0,East,18,10500.0,3600.0,3
SE Idaho,2019,Skier,Surface Hoar,12.0,North,23,8800.0,6000.0,3
Uintas,2019,Natural,New Snow/Old Snow Interface,18.0,Southeast,25,11400.0,5400.0,3
Logan,2019,Snow Bike,New Snow/Old Snow Interface,10.0,Northeast,26,9100.0,1800.0,3
Skyline,2019,Natural,Facets,36.0,East,23,8600.0,3600.0,3
Salt Lake,2019,Skier,Density Change,8.0,North,29,8500.0,840.0,3
Ogden,2019,Skier,Density Change,10.0,East,29,6800.0,600.0,3
Ogden,2019,Snowboarder,New Snow/Old Snow Interface,12.0,East,30,9200.0,15000.0,3
Salt Lake,2019,Natural,New Snow/Old Snow Interface,12.0,South,16,11000.0,12000.0,4
Skyline,2019,Natural,Facets,60.0,Northeast,9,9200.0,8400.0,4
Uintas,2019,Natural,Facets,60.0,Southwest,26,11300.0,5400.0,4
Salt Lake,2019,Skier,Density Change,12.0,North,23,10800.0,7200.0,5
Salt Lake,2019,Skier,Unknown,12.0,North,27,9900.0,2400.0,11
Salt Lake,2019,Unknown,Facets,36.0,Northeast,28,9900.0,2400.0,11
Skyline,2019,Skier,Facets,36.0,North,30,10000.0,1800.0,11
Skyline,2019,Snowmobiler,Facets,30.0,Northeast,30,10200.0,1500.0,11
Skyline,2019,Natural,Facets,36.0,North,30,10000.0,3600.0,11
Uintas,2019,Natural,Ground Interface,36.0,Northeast,29,10600.0,4800.0,11
Logan,2019,Natural,New Snow/Old Snow Interface,12.0,Northwest,1,9500.0,2400.0,12
Skyline,2019,Skier,Facets,30.0,Northeast,2,10400.0,7200.0,12
Logan,2019,Skier,Facets,24.0,North,3,8800.0,4800.0,12
Logan,2019,Snowmobiler,Facets,15.0,Northeast,7,9000.0,1200.0,12
Salt Lake,2019,Snowboarder,Facets,24.0,Northeast,7,9600.0,3600.0,12
Uintas,2019,Natural,Depth Hoar,36.0,Northeast,30,10500.0,3600.0,11
Salt Lake,2019,Natural,Facets,30.0,Northeast,29,9200.0,1200.0,11
Skyline,2019,Natural,Facets,24.0,Northeast,28,10300.0,7200.0,11
Skyline,2019,Natural,Facets,24.0,North,28,10300.0,4800.0,11
Skyline,2019,Natural,Facets,24.0,North,28,10400.0,2400.0,11
Salt Lake,2019,Skier,Density Change,10.0,Northeast,14,9800.0,3000.0,12
Logan,2019,Skier,New Snow,12.0,Southeast,14,8300.0,1200.0,12
Logan,2019,Unknown,Facets,42.0,North,14,8700.0,6000.0,12
Logan,2019,Natural,Facets,42.0,Northeast,14,9500.0,8400.0,12
Salt Lake,2019,Snowboarder,Unknown,24.0,East,15,9700.0,4800.0,12
Salt Lake,2019,Unknown,Facets,30.0,Northeast,16,9900.0,9600.0,12
Salt Lake,2019,Skier,Density Change,10.0,South,17,9000.0,1200.0,12
Uintas,2019,Natural,Facets,60.0,Northeast,17,10300.0,3000.0,12
Uintas,2019,Natural,Facets,48.0,East,16,10400.0,15000.0,12
Salt Lake,2019,Unknown,Facets,24.0,Northeast,19,9400.0,3000.0,12
Salt Lake,2019,Snowboarder,Unknown,12.0,East,25,9900.0,7200.0,12
Salt Lake,2019,Snowboarder,New Snow/Old Snow Interface,10.0,North,28,9700.0,1800.0,12
Southwest,2019,Natural,Unknown,12.0,South,30,11200.0,3000.0,12
Provo,2019,Natural,New Snow/Old Snow Interface,5.0,Southeast,31,10800.0,8400.0,12
Salt Lake,2020,Skier,New Snow/Old Snow Interface,8.0,Southeast,1,9500.0,120.0,1
Salt Lake,2020,Skier,Unknown,30.0,Northeast,1,9400.0,240.0,1
Uintas,2020,Snowmobiler,Unknown,60.0,South,3,9500.0,6000.0,1
Salt Lake,2020,Natural,Unknown,12.0,Southeast,2,8500.0,6000.0,1
Provo,2020,Snowmobiler,Facets,24.0,Southwest,4,10000.0,3600.0,1
Provo,2020,Snowmobiler,Facets,24.0,Southwest,4,10000.0,1800.0,1
Logan,2020,Snowmobiler,Facets,24.0,East,7,8200.0,3000.0,1
Logan,2020,Unknown,Facets,96.0,East,15,9600.0,8400.0,1
Uintas,2020,Skier,Facets,48.0,Northeast,15,10500.0,6000.0,1
Logan,2020,Natural,New Snow/Old Snow Interface,10.0,East,14,8500.0,4800.0,1
Logan,2020,Skier,Facets,60.0,North,19,8700.0,7200.0,1
Logan,2020,Unknown,Facets,48.0,East,19,9300.0,3000.0,1
Ogden,2020,Snowmobiler,Facets,36.0,East,18,8400.0,4800.0,1
Logan,2020,Natural,Wet grains,24.0,East,21,6200.0,8400.0,1
Moab,2020,Natural,Facets,20.0,Northeast,21,10900.0,4800.0,1
Moab,2020,Natural,Facets,18.0,North,22,10700.0,10800.0,1
Skyline,2020,Natural,Unknown,12.0,East,26,10100.0,4800.0,1
Uintas,2020,Snowmobiler,Facets,30.0,Southeast,25,10300.0,3000.0,1
Salt Lake,2020,Skier,Unknown,24.0,Southwest,1,10700.0,4800.0,2
Salt Lake,2020,Natural,New Snow/Old Snow Interface,24.0,Northeast,3,8200.0,3000.0,2
Moab,2020,Natural,New Snow/Old Snow Interface,12.0,Northeast,3,11000.0,2400.0,2
Logan,2020,Skier,New Snow/Old Snow Interface,12.0,East,6,6700.0,4200.0,2
Logan,2020,Natural,New Snow/Old Snow Interface,12.0,West,7,16309.7622741747,5609.8617551031,2
Skyline,2020,Snowmobiler,Density Change,20.0,Northeast,7,10300.0,960.0,2
Logan,2020,Natural,New Snow/Old Snow Interface,36.0,East,7,8600.0,27000.0,2
Skyline,2020,Snowmobiler,Unknown,24.0,East,8,9100.0,480.0,2
Skyline,2020,Snowmobiler,Unknown,36.0,Northeast,8,9700.0,3600.0,2
Skyline,2020,Natural,Unknown,36.0,Northeast,8,9900.0,6000.0,2
Salt Lake,2020,Natural,Unknown,18.0,West,7,9200.0,3000.0,2
Uintas,2020,Snowmobiler,Unknown,36.0,East,8,10600.0,960.0,2
Logan,2020,Natural,New Snow/Old Snow Interface,24.0,East,6,9000.0,7200.0,2
Skyline,2020,Natural,Density Change,36.0,Northeast,7,10900.0,12000.0,2
Uintas,2020,Snowmobiler,Facets,36.0,Southeast,14,9800.0,2400.0,2
Logan,2020,Skier,New Snow/Old Snow Interface,6.0,East,14,8800.0,2400.0,2
Salt Lake,2020,Natural,New Snow,18.0,South,17,10200.0,18000.0,2
Salt Lake,2020,Skier,New Snow,8.0,Southeast,17,10200.0,12000.0,2
Logan,2020,Skier,New Snow/Old Snow Interface,8.0,East,17,7000.0,1080.0,2
Salt Lake,2020,Skier,New Snow/Old Snow Interface,18.0,Southeast,17,9000.0,1200.0,2
Ogden,2020,Skier,New Snow/Old Snow Interface,12.0,East,17,7400.0,4200.0,2
Logan,2020,Snowmobiler,Facets,14.0,East,17,8900.0,4200.0,2
Logan,2020,Skier,New Snow/Old Snow Interface,12.0,North,17,9000.0,4800.0,2
Uintas,2020,Natural,New Snow/Old Snow Interface,30.0,Northeast,16,10300.0,3000.0,2
Logan,2020,Skier,New Snow/Old Snow Interface,6.0,Northeast,20,9300.0,1200.0,2
Salt Lake,2020,Snowmobiler,Unknown,10.0,East,17,8800.0,2400.0,2
Skyline,2020,Natural,New Snow/Old Snow Interface,10.0,East,23,8500.0,4200.0,2
Skyline,2020,Natural,New Snow/Old Snow Interface,10.0,East,23,8100.0,4200.0,2
Salt Lake,2020,Skier,New Snow,5.0,East,2,10200.0,5400.0,3
Logan,2020,Natural,New Snow/Old Snow Interface,6.0,West,6,6500.0,7200.0,3
Logan,2020,Unknown,Unknown,48.0,North,7,7900.0,18000.0,3
Salt Lake,2020,Unknown,Density Change,8.0,Northeast,9,9600.0,1200.0,3
Moab,2020,Skier,Density Change,14.0,Northeast,14,11200.0,7200.0,3
Logan,2020,Unknown,New Snow,12.0,Northeast,15,9400.0,2400.0,3
Salt Lake,2020,Natural,Density Change,6.0,North,18,10200.0,1500.0,3
Uintas,2020,Unknown,Facets,60.0,Northeast,15,10100.0,1200.0,3
Moab,2020,Natural,Facets,42.0,East,21,11600.0,9600.0,3
Salt Lake,2020,Skier,Graupel,14.0,North,25,9400.0,3000.0,3
Salt Lake,2020,Skier,New Snow/Old Snow Interface,15.0,Northeast,26,9800.0,10800.0,3
Uintas,2020,Snowmobiler,New Snow/Old Snow Interface,24.0,Northeast,26,10200.0,1200.0,3
Salt Lake,2020,Skier,Density Change,12.0,Northeast,27,10600.0,2100.0,3
Ogden,2020,Skier,New Snow/Old Snow Interface,8.0,Southeast,27,6800.0,1800.0,3
Salt Lake,2020,Natural,New Snow/Old Snow Interface,12.0,North,26,10200.0,1800.0,3
Skyline,2020,Skier,Density Change,5.0,Unknown,28,10000.0,6000.0,3
Uintas,2020,Snowmobiler,Facets,36.0,North,27,9900.0,2400.0,3
Salt Lake,2020,Natural,New Snow/Old Snow Interface,7.0,Northeast,2,10300.0,3000.0,4
Logan,2020,Snowboarder,New Snow,16.0,East,2,9300.0,6000.0,4
Uintas,2020,Snowmobiler,Facets,36.0,Northwest,3,10900.0,5400.0,4
Logan,2020,Snowmobiler,New Snow/Old Snow Interface,14.0,Northeast,3,9200.0,5400.0,4
Uintas,2020,Natural,Ground Interface,48.0,North,1,11100.0,7200.0,4
Salt Lake,2020,Natural,New Snow/Old Snow Interface,16.0,Northeast,5,10500.0,4200.0,4
Logan,2020,Skier,Wet grains,8.0,Southeast,5,7600.0,6000.0,4
Logan,2020,Snowmobiler,New Snow/Old Snow Interface,18.0,Northeast,4,9000.0,8400.0,4
Logan,2020,Skier,New Snow/Old Snow Interface,14.0,North,16,9200.0,6000.0,4
Logan,2020,Natural,Wet grains,48.0,East,28,9200.0,18000.0,4
Logan,2020,Natural,Wet grains,16.0,North,30,9500.0,15000.0,5
Salt Lake,2020,Natural,Unknown,3.0,Northwest,6,10300.0,8400.0,5
Salt Lake,2020,Natural,New Snow,6.0,North,9,10400.0,4800.0,11
Salt Lake,2020,Skier,Facets,20.0,Northeast,14,10200.0,3000.0,12
Salt Lake,2020,Skier,Facets,10.0,North,17,9600.0,5400.0,12
Salt Lake,2020,Skier,Facets,24.0,Northeast,17,9600.0,3600.0,12
Salt Lake,2020,Skier,Facets,10.0,East,17,9200.0,2400.0,12
Salt Lake,2020,Natural,Facets,18.0,Northeast,18,9400.0,3600.0,12
Uintas,2020,Snowmobiler,Facets,30.0,Northeast,18,10000.0,1800.0,12
Logan,2020,Natural,New Snow/Old Snow Interface,10.0,West,18,7000.0,480.0,12
Logan,2020,Snowmobiler,Facets,10.0,East,18,7500.0,600.0,12
Logan,2020,Natural,Facets,12.0,North,18,8200.0,1500.0,12
Skyline,2020,Natural,Facets,14.0,Northeast,17,10400.0,3600.0,12
Salt Lake,2020,Unknown,Facets,20.0,Northeast,19,9800.0,2400.0,12
Salt Lake,2020,Natural,Depth Hoar,18.0,North,18,9800.0,3600.0,12
Salt Lake,2020,Skier,Depth Hoar,16.0,Northeast,20,10100.0,1200.0,12
Provo,2020,Snowmobiler,Facets,10.0,Northeast,20,8400.0,480.0,12
Salt Lake,2020,Skier,Facets,20.0,East,24,9800.0,7200.0,12
Skyline,2020,Natural,Facets,12.0,Northeast,22,9900.0,1800.0,12
Salt Lake,2020,Skier,Facets,20.0,Northeast,25,9600.0,1800.0,12
Uintas,2020,Unknown,Facets,12.0,Northeast,24,8200.0,1200.0,12
Salt Lake,2020,Skier,Facets,12.0,North,28,9400.0,2400.0,12
Logan,2020,Natural,Facets,30.0,East,27,8700.0,3000.0,12
Uintas,2020,Snowboarder,Facets,18.0,Northeast,27,9600.0,1800.0,12
Uintas,2020,Unknown,Facets,24.0,Northeast,29,10200.0,6000.0,12
Uintas,2020,Snowmobiler,Facets,16.0,Northeast,29,9800.0,360.0,12
Uintas,2020,Unknown,Depth Hoar,24.0,Northeast,31,9500.0,3600.0,12
Uintas,2020,Snowmobiler,Facets,30.0,Northeast,28,10000.0,2400.0,12
Logan,2021,Snowboarder,Facets,4.0,West,1,7000.0,360.0,1
Moab,2020,Natural,Facets,24.0,Northeast,28,11400.0,10800.0,12
Moab,2020,Natural,Facets,20.0,Northeast,28,11200.0,4800.0,12
Moab,2020,Natural,Facets,36.0,Northeast,28,11000.0,4800.0,12
Moab,2020,Natural,Facets,24.0,North,28,10700.0,7200.0,12
Moab,2020,Natural,Facets,24.0,North,28,10600.0,6000.0,12
Salt Lake,2021,Skier,Facets,16.0,North,5,9900.0,4800.0,1
Logan,2021,Snowmobiler,Facets,20.0,East,5,7500.0,600.0,1
Salt Lake,2021,Skier,New Snow/Old Snow Interface,16.0,Northeast,5,8800.0,1800.0,1
Logan,2021,Snowmobiler,Facets,30.0,Northeast,6,9600.0,8400.0,1
Uintas,2021,Skier,Facets,30.0,Northeast,7,9800.0,720.0,1
Uintas,2021,Natural,Facets,24.0,Northeast,6,10400.0,3000.0,1
Logan,2021,Snow Bike,Facets,36.0,Northwest,8,8900.0,4200.0,1
Salt Lake,2021,Skier,Facets,24.0,East,8,9800.0,4800.0,1
Uintas,2021,Natural,Unknown,24.0,North,8,11200.0,4200.0,1
Uintas,2021,Natural,Facets,24.0,North,8,10700.0,2400.0,1
Logan,2021,Unknown,Facets,24.0,Northeast,8,9200.0,7200.0,1
Salt Lake,2021,Snowboarder,Facets,16.0,Northeast,10,9200.0,2100.0,1
Ogden,2021,Skier,New Snow/Old Snow Interface,14.0,Northeast,23,7000.0,960.0,1
Uintas,2021,Snowmobiler,Facets,30.0,Northeast,24,9600.0,1200.0,1
Salt Lake,2021,Skier,New Snow/Old Snow Interface,18.0,Northeast,23,9700.0,600.0,1
Moab,2021,Natural,Facets,30.0,North,24,11200.0,7200.0,1
Salt Lake,2021,Natural,New Snow/Old Snow Interface,18.0,Northeast,23,9800.0,2400.0,1
Salt Lake,2021,Natural,New Snow/Old Snow Interface,15.0,Northeast,24,9800.0,2400.0,1
Salt Lake,2021,Natural,Facets,24.0,Northeast,27,8200.0,2400.0,1
Uintas,2021,Natural,New Snow/Old Snow Interface,14.0,Northeast,27,9800.0,6000.0,1
Uintas,2021,Natural,Facets,18.0,Unknown,27,10000.0,1200.0,1
Ogden,2021,Skier,Density Change,12.0,Northeast,27,7700.0,600.0,1
Uintas,2021,Skier,Facets,15.0,North,28,9600.0,1200.0,1
Logan,2021,Natural,New Snow/Old Snow Interface,18.0,East,28,9500.0,6000.0,1
Salt Lake,2021,Natural,Facets,36.0,Northeast,29,10000.0,2400.0,1
Uintas,2021,Snowmobiler,Facets,48.0,Northeast,30,10200.0,4200.0,1
Salt Lake,2021,Skier,Facets,42.0,Northwest,30,10000.0,21000.0,1
Uintas,2021,Skier,Facets,30.0,North,30,10500.0,7200.0,1
Moab,2021,Natural,Facets,36.0,Northeast,30,11600.0,12000.0,1
Abajos,2021,Natural,Facets,30.0,Northeast,26,10200.0,2400.0,1
Abajos,2021,Snowmobiler,Facets,20.0,East,26,10300.0,600.0,1
Salt Lake,2021,Skier,Facets,24.0,Northeast,30,9400.0,3000.0,1
Logan,2021,Snowmobiler,Facets,36.0,East,30,9500.0,6000.0,1
Uintas,2021,Snowmobiler,Facets,24.0,Northeast,30,10200.0,2400.0,1
Skyline,2021,Snowmobiler,Facets,42.0,Northeast,31,10000.0,4800.0,1
Logan,2021,Natural,Facets,24.0,East,30,9600.0,7200.0,1
Logan,2021,Natural,Facets,36.0,East,30,9500.0,9600.0,1
Uintas,2021,Skier,Surface Hoar,30.0,East,1,10600.0,2400.0,2
Logan,2021,Natural,Unknown,10.0,North,5,6400.0,7200.0,2
Logan,2021,Unknown,Unknown,2.0,East,6,7900.0,4800.0,2
Uintas,2021,Natural,Facets,96.0,Northeast,5,10300.0,6000.0,2
Uintas,2021,Skier,Facets,36.0,Northeast,6,10000.0,2100.0,2
Skyline,2021,Snowmobiler,Facets,24.0,Northeast,6,10100.0,1200.0,2
Skyline,2021,Natural,Facets,30.0,North,5,10100.0,600.0,2
Salt Lake,2021,Natural,Depth Hoar,24.0,Northeast,7,8700.0,1200.0,2
Uintas,2021,Natural,Facets,24.0,Southeast,6,10000.0,4800.0,2
Uintas,2021,Natural,Facets,24.0,Northeast,7,10200.0,3600.0,2
Uintas,2021,Snowmobiler,Ground Interface,36.0,Northeast,6,10400.0,7200.0,2
Salt Lake,2021,Skier,Facets,42.0,Northeast,6,9600.0,4800.0,2
Uintas,2021,Snowmobiler,Facets,72.0,Northeast,6,10800.0,12000.0,2
Logan,2021,Snowmobiler,Depth Hoar,48.0,East,8,7600.0,720.0,2
Skyline,2021,Natural,Facets,48.0,East,7,10200.0,2100.0,2
Uintas,2021,Natural,Ground Interface,42.0,Northeast,6,10500.0,4800.0,2
Logan,2021,Natural,Facets,36.0,East,6,9200.0,6000.0,2
Logan,2021,Natural,Facets,36.0,North,6,9500.0,9600.0,2
Logan,2021,Natural,Facets,36.0,Northeast,5,9000.0,7200.0,2
Skyline,2021,Snowmobiler,Facets,30.0,East,7,10200.0,1500.0,2
Skyline,2021,Snowmobiler,Facets,30.0,North,7,10200.0,1200.0,2
Skyline,2021,Snowmobiler,Facets,48.0,East,6,10200.0,1800.0,2
Skyline,2021,Natural,Facets,42.0,East,6,10200.0,1800.0,2
Logan,2021,Snowmobiler,Facets,48.0,East,11,8300.0,1200.0,2
Salt Lake,2021,Natural,New Snow/Old Snow Interface,14.0,East,12,10300.0,6000.0,2
Salt Lake,2021,Skier,New Snow,7.0,Northeast,12,9300.0,3600.0,2
Logan,2021,Skier,Facets,48.0,Southeast,13,8800.0,7200.0,2
Logan,2021,Natural,Facets,48.0,Northeast,13,8200.0,15000.0,2
Salt Lake,2021,Natural,Depth Hoar,36.0,Unknown,14,9500.0,12000.0,2
Salt Lake,2021,Natural,Unknown,36.0,East,13,10600.0,15000.0,2
Skyline,2021,Skier,Facets,36.0,Northeast,14,9900.0,480.0,2
Uintas,2021,Natural,Ground Interface,36.0,Northeast,14,10400.0,18000.0,2
Salt Lake,2021,Natural,Depth Hoar,36.0,North,12,9800.0,15000.0,2
Ogden,2021,Unknown,Unknown,30.0,Northeast,12,8500.0,15000.0,2
Skyline,2021,Natural,Facets,36.0,Northwest,17,9100.0,2400.0,2
Uintas,2021,Explosive,Ground Interface,54.0,Northeast,17,10000.0,12000.0,2
Skyline,2021,Snowmobiler,Facets,30.0,Unknown,17,8900.0,240.0,2
Skyline,2021,Natural,Facets,20.0,Northeast,15,8600.0,7200.0,2
Logan,2021,Natural,Depth Hoar,72.0,East,17,8700.0,36000.0,2
Salt Lake,2021,Natural,Facets,42.0,Northeast,17,10400.0,4800.0,2
Salt Lake,2021,Natural,Facets,54.0,East,17,10500.0,9600.0,2
Skyline,2021,Natural,Facets,30.0,East,17,9700.0,3600.0,2
Skyline,2021,Natural,Facets,24.0,East,17,9600.0,3600.0,2
Uintas,2021,Unknown,Facets,30.0,East,18,9700.0,3600.0,2
Skyline,2021,Natural,Facets,36.0,Southwest,17,9900.0,4800.0,2
Skyline,2021,Natural,Facets,36.0,North,17,10100.0,1200.0,2
Skyline,2021,Natural,Facets,30.0,North,17,9800.0,960.0,2
Logan,2021,Snowmobiler,Depth Hoar,48.0,Northeast,20,9000.0,6000.0,2
Skyline,2021,Snowmobiler,Facets,48.0,Northeast,21,10800.0,7200.0,2
Skyline,2021,Natural,Facets,42.0,North,21,10200.0,9600.0,2
Skyline,2021,Natural,Facets,30.0,North,21,10000.0,4200.0,2
Skyline,2021,Snowmobiler,Facets,30.0,Northeast,18,10100.0,2400.0,2
Skyline,2021,Natural,Facets,36.0,Southeast,21,10000.0,1800.0,2
Skyline,2021,Natural,Facets,36.0,North,21,10500.0,6000.0,2
Uintas,2021,Unknown,Facets,36.0,Northwest,21,10100.0,1800.0,2
Skyline,2021,Natural,Facets,36.0,North,21,10000.0,4200.0,2
Skyline,2021,Natural,Facets,60.0,Northeast,22,11200.0,8400.0,2
Skyline,2021,Natural,Facets,48.0,Northeast,21,10800.0,10800.0,2
Skyline,2021,Natural,Facets,36.0,Northeast,21,11000.0,3000.0,2
Skyline,2021,Natural,Facets,30.0,East,17,10400.0,4200.0,2
Skyline,2021,Natural,New Snow/Old Snow Interface,48.0,Northeast,21,9700.0,3000.0,2
Skyline,2021,Natural,Facets,30.0,Northeast,21,9900.0,4200.0,2
Skyline,2021,Natural,Facets,36.0,Northeast,21,10100.0,9600.0,2
Skyline,2021,Natural,Facets,36.0,Northeast,21,10300.0,9600.0,2
Skyline,2021,Natural,Facets,42.0,East,21,10200.0,6000.0,2
Skyline,2021,Natural,Facets,42.0,Southeast,21,10000.0,4800.0,2
Skyline,2021,Natural,Facets,36.0,Northeast,17,10300.0,6000.0,2
Skyline,2021,Natural,Facets,36.0,North,17,10000.0,6000.0,2
Skyline,2021,Natural,Facets,36.0,North,21,10400.0,7200.0,2
Skyline,2021,Natural,Facets,36.0,Northwest,17,10000.0,4800.0,2
Skyline,2021,Natural,Facets,36.0,North,17,10200.0,6000.0,2
Skyline,2021,Natural,Facets,36.0,Northeast,21,10600.0,6000.0,2
Skyline,2021,Natural,Facets,36.0,Northeast,21,10200.0,9600.0,2
Skyline,2021,Natural,Facets,36.0,Northeast,21,10500.0,6000.0,2
Uintas,2021,Explosive,Facets,60.0,East,23,10300.0,12000.0,2
Uintas,2021,Natural,Depth Hoar,30.0,East,22,9700.0,12000.0,2
Skyline,2021,Natural,Facets,30.0,Northeast,21,9300.0,960.0,2
Skyline,2021,Natural,Facets,36.0,Southeast,21,10100.0,6000.0,2
Skyline,2021,Natural,Facets,30.0,Northeast,17,9000.0,1200.0,2
Uintas,2021,Snowmobiler,Facets,48.0,Northeast,7,9600.0,1200.0,3
Skyline,2021,Natural,Facets,10.0,East,8,8200.0,2400.0,3
Southwest,2021,Natural,Unknown,18.0,Southwest,14,11400.0,3600.0,3
Uintas,2021,Skier,New Snow/Old Snow Interface,7.0,South,16,9800.0,2400.0,3
Skyline,2021,Natural,Facets,6.0,East,22,10200.0,2400.0,2
Uintas,2021,Snowmobiler,Facets,2.0,North,21,10200.0,600.0,3
Logan,2021,Natural,New Snow/Old Snow Interface,12.0,Southeast,1,8000.0,9600.0,4
Skyline,2021,Natural,Facets,18.0,Northeast,28,8500.0,2400.0,3
Salt Lake,2021,Natural,Ground Interface,120.0,Northeast,7,10400.0,21000.0,4
Salt Lake,2021,Skier,New Snow/Old Snow Interface,12.0,North,26,10200.0,4800.0,4
Logan,2021,Natural,Wet grains,8.0,Northeast,27,8800.0,6000.0,4
Uintas,2021,Hiker,New Snow/Old Snow Interface,12.0,North,24,10800.0,4800.0,10
Salt Lake,2021,Natural,Density Change,4.0,Northeast,9,10000.0,1800.0,12
Salt Lake,2021,Snowboarder,Facets,14.0,East,10,10300.0,4800.0,12
Logan,2021,Unknown,Density Change,6.0,North,10,8600.0,1200.0,12
Skyline,2021,Natural,Facets,15.0,Northeast,9,9700.0,1200.0,12
Salt Lake,2021,Skier,Facets,19.0,Northeast,10,9800.0,9600.0,12
Moab,2021,Natural,Facets,30.0,Northeast,9,11200.0,9600.0,12
Moab,2021,Natural,Facets,30.0,North,9,11400.0,2400.0,12
Moab,2021,Natural,Facets,30.0,Northeast,9,11200.0,3600.0,12
Moab,2021,Natural,Facets,30.0,Northeast,9,11600.0,3600.0,12
Logan,2021,Natural,New Snow/Old Snow Interface,24.0,Northeast,13,9400.0,4800.0,12
Logan,2021,Natural,Facets,14.0,North,15,8200.0,480.0,12
Salt Lake,2021,Skier,Facets,48.0,East,18,10000.0,2400.0,12
Salt Lake,2021,Snowboarder,Facets,60.0,Northeast,18,9800.0,6000.0,12
Uintas,2021,Natural,Facets,36.0,Northeast,18,9600.0,2400.0,12
Uintas,2021,Natural,Facets,36.0,Northeast,18,9900.0,1200.0,12
Uintas,2021,Snowmobiler,Facets,20.0,East,18,10000.0,1200.0,12
Salt Lake,2021,Unknown,Facets,24.0,Northeast,18,10000.0,9600.0,12
Logan,2021,Unknown,Facets,36.0,North,18,8800.0,3000.0,12
Uintas,2021,Natural,Facets,42.0,North,18,10600.0,3600.0,12
Uintas,2021,Natural,Facets,42.0,East,18,10200.0,2400.0,12
Uintas,2021,Natural,Facets,120.0,Northeast,18,10600.0,4800.0,12
Skyline,2021,Natural,Facets,18.0,Northeast,18,9900.0,2400.0,12
Uintas,2021,Snowmobiler,Facets,36.0,Northeast,23,9900.0,1800.0,12
Salt Lake,2021,Skier,Ground Interface,24.0,Northeast,27,9300.0,18000.0,12
Uintas,2021,Natural,Facets,36.0,Northeast,27,9700.0,3000.0,12
Moab,2021,Natural,Unknown,84.0,North,31,12000.0,8400.0,12
Moab,2021,Natural,Facets,60.0,Northwest,31,11700.0,9600.0,12
Moab,2021,Natural,Depth Hoar,5.0,Northeast,31,11000.0,10800.0,12
Moab,2021,Natural,Facets,54.0,Northeast,31,11200.0,8400.0,12
Moab,2021,Natural,Facets,36.0,Northwest,31,10800.0,4800.0,12
Moab,2021,Natural,Facets,84.0,North,31,11000.0,3000.0,12
Logan,2021,Natural,Facets,72.0,Northeast,26,9400.0,7200.0,12
Skyline,2022,Snowmobiler,Facets,60.0,Northeast,1,9900.0,12000.0,1
Southwest,2022,Snowmobiler,Facets,60.0,Northeast,3,10400.0,3600.0,1
Southwest,2021,Snowmobiler,Facets,60.0,Northeast,30,10400.0,3600.0,12
Logan,2022,Natural,Ground Interface,15.0,West,6,5900.0,1200.0,1
Uintas,2022,Natural,Ground Interface,54.0,East,6,10400.0,12000.0,1
Uintas,2022,Natural,Ground Interface,48.0,Northeast,7,10300.0,12000.0,1
Uintas,2022,Unknown,Facets,30.0,North,17,10700.0,6000.0,1
Provo,2022,Skier,Facets,10.0,North,12,9800.0,18000.0,2
Salt Lake,2022,Skier,New Snow/Old Snow Interface,12.0,West,18,10600.0,1800.0,2
Skyline,2022,Natural,Unknown,6.0,Northeast,20,10800.0,8400.0,2
Skyline,2022,Natural,Facets,6.0,Northeast,17,10200.0,2400.0,2
Logan,2022,Skier,Facets,10.0,North,23,8600.0,1200.0,2
Salt Lake,2022,Skier,New Snow,5.0,South,24,11000.0,1200.0,2
Skyline,2022,Natural,Facets,36.0,Northeast,23,10500.0,6000.0,2
Skyline,2022,Skier,Facets,30.0,Northeast,24,9600.0,4800.0,2
Skyline,2022,Snowmobiler,Facets,20.0,Northeast,24,10000.0,4800.0,2
Skyline,2022,Snowmobiler,Facets,18.0,Northeast,24,9600.0,960.0,2
Uintas,2022,Snowmobiler,Facets,20.0,Northeast,25,10800.0,2400.0,2
Salt Lake,2022,Skier,Facets,6.0,Northeast,25,7000.0,240.0,2
Salt Lake,2022,Snowboarder,Facets,18.0,North,25,9200.0,1200.0,2
Skyline,2022,Snowmobiler,Facets,30.0,Northeast,25,10000.0,4800.0,2
Skyline,2022,Natural,Facets,24.0,Northeast,23,10200.0,2400.0,2
Uintas,2022,Snowboarder,Facets,10.0,Northeast,25,10200.0,4800.0,2
Logan,2022,Snowmobiler,New Snow/Old Snow Interface,8.0,East,26,9000.0,2400.0,2
Moab,2022,Skier,Facets,24.0,West,27,10600.0,840.0,2
Skyline,2022,Snowmobiler,Facets,18.0,Northeast,27,10000.0,2100.0,2
Uintas,2022,Natural,Facets,24.0,Northeast,1,10200.0,4800.0,3
Provo,2022,Natural,Facets,48.0,Northeast,1,11100.0,27000.0,3
Skyline,2022,Snowmobiler,Facets,20.0,Northwest,3,10200.0,4800.0,3
Skyline,2022,Snowmobiler,Facets,20.0,Northeast,26,10600.0,3600.0,2
