Date,Region,Place,Trigger,Trigger: additional info,Weak Layer,Depth,Width,Vertical,Aspect,Elevation,Coordinates,Caught,Carried,Buried - Partly,Buried - Fully,Injured,Killed,Accident and Rescue Summary,Terrain Summary,Weather Conditions and History,Comments 1,Comments 2,Comments 3,Comments 4,Depth_Inches,Width_Inches,Vertical_Inches,Elevation_Feet
3/10/2023,Provo,Squash Head Ice Climb,Natural,,,,,"1,000'",Northwest,"7,200'","39.909668339654, -111.745033251340",2.0,2.0,,,,,,,,"
On Thursday March 9 we checked the Provo area avalanche forecast and made the decision to go ice-climbing in Santaquin Canyon.

 

On Friday, March 10 we drove from Provo to Santaquin canyon arriving at the gate/parking area at 10:57 AM (based on a text telling my wife I would be losing cell reception soon). It had been raining all morning in Provo but was clear when we parked and started hiking.  We did not check the forecast on the morning of March 10. 

 

We hiked up- 2 ice climbers and one dog. We did the climb as it is typically done- I led both pitches and belayed my partner up from each of the two anchors. Our original plan was to do the typical rappel a short walk up the gulley from the 2nd pitch anchors and drop down by the climb called ""backoff"" but decided instead to go back down the route we had climbed because the dog was just lying on the backpacks below the climb. 

 

I lowered my partner down to the anchors above the first pitch and he clipped directly to the bolts that are several feet up on the cliff wall out of harms way. I pulled the rope up after he was clipped directly to the midpoint anchors and ran it through the master point of the double anchor chains of the 2nd pitch. A brand-new anchor had been installed in 2021.

 

I started rappelling down to my partner and was only about 25' from the anchors right in the dead center of the gully when I heard the insane sound of the avalanche. I looked up to see it coming right at me at high speed and knew I was most likely dead. A second later I was airborne and getting thrown around violently. We estimate that it continued to flow at full bore for somewhere between a minute and a minute thirty. 

 

Most of my experience was luckily staying on the top of the slide getting hammered by debris of all sorts. I felt blackout dizzy a few times but was able to stay conscious enough to keep the rope locked off in my belay device. At one point I was completely buried and watched the few pierces of light turn to complete darkness. After about 5 seconds of complete darkness with the sounds coming through muffled, I registered a big muffled boom and found myself flying up the air in bright daylight again surprised, and a bit horrified but stoked, to come down onto the raging bull again.

 

Once the slide finally stopped, I was shocked I was alive. I yelled for my partner “ARE YOU ALIVE?” and was startled to have him yell back. ""I'M FINE, I WAS OUT OF THE WAY AT THE ANCHOR"". Then he said in a really funny twisted up tone of voice "" WAIT, YOU’RE ALIVE"". 

 

I was surprised to stand up and actually be able to stand up. I could taste blood but assumed with all the impact I had just gone through I couldn't possibly not have broken anything. I got up to find the rope in a tangled mess about 8' below me. I fixed this as fast as I could and rappelled the rest of the way down to my partner. I asked him if my face was messed up & it wasn't. I told him to run the rope through the anchor and we rappelled down the first pitch one at time onto the avalanche debris.

 

At this point being in a crazy headspace I removed one of my ice axes from my harness, briefly contemplating how they could've been imbedded into my body at any point, and started digging for the dog in the spot I thought might be close to where we left the backpacks. We started to pack up what we could and dig for the dog where he had last been seen near the tree.  

 

Suddenly I hear another sound like a commercial airliner start roaring (another avalanche) and yelled ""OH SHIT"". My partner heard me but was so close to the wall that he somehow missed the sound of the 2nd avalanche coming down the gully, but he knew from my reaction what had happened. He ran closer to the wall and out as I ran a path directly out to the same side. He dropped the rope from his shoulders but kept a grasp on a portion of it only to feel the avalanche tugging on it. He let go of it and watched it zip quickly into the 2nd slide. I barely made it off into the trees and could see him safely tucked out of the way.

 

We estimate the 2nd slide went for about 25-30 seconds. Once it stopped, I said to him ""The dog is dead we gotta get the hell outta here, this thing seems like it’s committed to killing us""

    

As we were walking down next to the debris pile, we were shocked to see the backpack next to a tree. We grabbed it and continued our fast hike/ jog down. 

 

Every few minutes I would yell the dog’s name refusing to accept that he was likely dead. Finally at the final turn the dog came ripping around the corner.  (It turns out the dog had been hit by an ice block in Maple Canyon earlier this season and most likely ran when he heard the sound of the first avalanche).

 

We arrived at the truck and paused for a minute to remove our harnesses and threw what gear we had in the back of the truck then continued down the canyon road before getting picked up by another couple in the canyon who were able to drive us down to cell service.

 

I am doing well now with a very sore left knee and right shoulder but no real damage all things considered. 

 

Take homes



	Check the forecast the morning before committing to an objective; and talk to more experienced friends if things seem strange
	Don’t let familiarity with a zone take precedence over avalanche hazard
	Remember that even though we’re on ice and not snow the overhead hazard is very real. In this case there is close to 2,000’ of runout from the upper bowl that funnels over the ice climb
	Take note of changing conditions, in this case rain in/out on the drive and approach to the climb.




 

 

Missing white backpack, ice screws, and cell phone (in backpack), and blue rope. Please contact the UAC if you find any of this lost gear. 
",,,,,,12000.0,7200.0
1/15/2020,Logan,Big Baldy Shoulder,Natural,,Facets,,300',,Northwest,"7,800'","41.674281652556, -111.762376058580",,,,,,,,,,,,,,,3600.0,,7800.0
12/23/2017,Salt Lake,Catherine's Pass,Skier,Cornice Triggered,New Snow,"12""",50',200',East,"10,400'","40.579278859689, -111.597404467210",,,,,,,,,,"As I went up toward Rocky Point I came across a cornice overhanging an east facing chute.  One kick released a substantial but soft cornice, about snowmobile size.  The entire chute fractured (50 ft.) about one foot deep.  All the new snow went but I don't think anything else went.  As this chute funnels into a narrow passageway.  Being caught in this slide would have been very unpleasant .  The slide uncovered several large rocks.  I have to say I was surprised by how sensitive the new snow was.",,,,12.0,600.0,2400.0,10400.0
12/18/2021,Salt Lake,Upper Days,Snowboarder,Unintentionally Triggered,Facets,4',900',,Northeast,"10,000'","40.599659531747, -111.643064930210",1.0,1.0,1.0,,,,"
Our group was in Upper Days. I dropped in first on an east facing slope and made 3 turns and I felt the snow collapse and crack off to my right above me and it had cracked below me and to my left. I pulled my airbag and was carried about 800-1000ft. I was only partially buried to my waist due to my airbag and didn't sustain any injuries from being carried. 

 

This avalanche started on the edge of Upper days and propagated through to Two Dogs. The crowns were between 18"" and over 4' in some areas between 800-1,000ft wide. The slides ran between 1,000-1,500 ft. 
",,,,,,,48.0,10800.0,,10000.0
1/5/2017,Provo,Provo,Natural,,Facets,3',700',,East,"8,000'",,,,,,,,,,,"Noticed at least 7 avalanches in my travels in big springs today. Many on NE and E aspects at 8k. More info in my observation. 
",,,,36.0,8400.0,,8000.0
2/14/2010,Salt Lake,Tri County Peak,Skier,Intentionally Triggered,,2',,300',Southeast,"9,800'","40.618448000000, -111.556807000000",,,,,,,,,,Second hand from a friend who watched a skier trigger actually two avalanches that ran down to the Guardsmans Pass Road.  Up to 3 fe,,,,24.0,,3600.0,9800.0
4/25/2016,Salt Lake,Salt Lake,Snowboarder,Intentionally Triggered,New Snow/Old Snow Interface,"3""",40',125',Northeast,"10,000'",,,,,,,,,,,Pretty wintery in the am. I was looking for windslabs.  Weather shifted gears sun came out. My mind did not.  I was looking for windslab dragons.  Ski cut this out intentionally but different dragon than I thought. ,,,"Our party Triggered 3 separate slides in this area. Another party triddered one too. All the same, All slow movers 3-4"" deep, nne facing, moved 6 mph. Storm slab, old snow new snow interface, old snow being  cooked yesterday afternoon and and even though it was warm boonded poorly to the new slab from last night/today.sun was out for 30 minutes, enough to unglue it all on this thin storm slab.  South side back was interesting, lots of 2"" deep ""micro"" slide storm slabs triggered.  Sizeable slide noted s side superior and n side of  flagstaff (100' wide, ran 400'. ) No rollerballs pinwheels noted at our 2 PM exit.",3.0,480.0,1500.0,10000.0
4/22/2023,Salt Lake,Cardiff Bowl,Unknown,,New Snow/Old Snow Interface,"8""",60',150',East,"9,800'","40.592721660567, -111.649613218710",,,,,,,,,,"We spent the day skiing the southerly-facing aspects below Cardiff Pass and came across this avalanche between runs. It appears to be skier triggered as there were some tracks adjacent to the slope that slid, as well as what appears to be a track going into the slope at the top.

 

Similar slopes nearby had some wind-loading and am guessing this slope was also wind-loaded. It also faces east which is a leeward aspect from the recent northwest winds.

 

The weak layer is a layer of lower-density snow just above the dust crust. I found this weak layer on Thursday in the Catherine's Pass Area, and it is apparently still reactive as other avalanches reported from Saturday are also failing on this weak layer. 

 

We found no other signs of instability such as cracking and it seems you need a denser slab with some wind-loading to make this weak layer reactive.
",,,,8.0,720.0,1800.0,9800.0
4/28/2016,Salt Lake,Pt. Supreme,Skier,Unintentionally Triggered,New Snow/Old Snow Interface,"5""",450',400',Northeast,"10,300'","40.574921296761, -111.604539215040",,,,,,,,,,"After the skier entered the narrow part of the run and made a turn on the wider section the new storm released above the skier. The skier was able to to ski out of path of the avalanche. The crown was only 5"" but propagated roughly 450' wide. The debris pile was about 4' deep at the bottom. There was no evidence of wind slab and this was clearly the new snow/old snow interface. No one was caught or buried.",,,,5.0,5400.0,4800.0,10300.0
1/10/2020,Salt Lake,Cardiac Ridge,Unknown,,,,50',,East,"10,800'","40.605253658526, -111.667785631720",,,,,,,,,,"No avalanche observed as we crested Cardiff then observed about a half hour later from LSB. Helicopter activity in the area. We’re guessing the heli broke a cornice when it landed and that triggered it. We did not see any skiers in the area when we had visibility before the avalanche occurred. Dry Loose snow within the new storm snow. The slide covered two sets of tracks. The toe of the debris just overran the skinner in/out from Power Outage. 
",,,,,600.0,,10800.0
1/30/2021,Salt Lake,west porter,Natural,,,3',500',,East,"9,600'","40.669388183672, -111.723367708030",,,,,,,,,,"Came accross a pretty big natural avalanche in West Porter Fork. Looked like it started as a storm slab triggered by a cornice falling along the upper headwall. At about 9,300ft in elevation the slide stepped down to the facets at the ground. I couldn't see the entire crown line, but it looked to be at least 500ft wide and ran about 600-700ft vertical. One of the debris piles was easily 10+ feet deep. I included an image of the topo map with a blue line showing the crown. 
",,,,36.0,6000.0,,9600.0
1/12/2017,Logan,North Wood Camp,Natural,,Facets,6',"1,000'",,Southeast,"8,000'","41.828516996097, -111.665942954160",,,,,,,,,,"From a distance, I could see a large recent avalanche in North Wood Camp
",,,Surface Hoar was widespread and on slopes facing all directions. ,72.0,12000.0,,8000.0
