Date,;Region,Place,;Trigger,;Weak Layer,Depth_inches,Width_inches,Vertical_inches,;Aspect,Elevation_feet,Coordinates,Comments 1
2/14/2014,Salt Lake,Upper Days,Natural,Facets,48.0,480.0,4800.0,Northeast,10000.0,"40.601083000000, -111.642423000000","Broke trail partway up flagstaff shoulder for a quick lap then followed a party of two to the ridge. At the ridge I noticed a very large, very fresh debris pile in the bottom of upper days fork.  Worried that the party in front of us had dropped north, my partner and I followed their tracks up the ridge to make sure they were not involved. Thankfully, their tracks ended up descending into Toledo bowl. Not sure if they had set it off with cornice drop or the like, but neither me or my partner noticed any disturbance in the snow near the ridge.  We decided to traverses east to Emma 2. On the way over we got a view of the crown:  estimated at 3-5 feet deep on a rollover, mid-slope, in a stand of mature trees.  Probably D2-3, R3-4.  Anybody caught in this slide would have had little chance of survival.  "
2/13/2014,Salt Lake,Scotts Peak,Natural,Facets,24.0,2400.0,7200.0,Northeast,10000.0,"40.625968000000, -111.566870000000","Another slide off the back side of Scott Peak. Looked to start as a windslab off the top of the peak (in the cloud in the photo) within new snow only, but then stepped down midslope and ran full track.  Where it stepped down looked to be several feet deep and likely failed on facets; however, too much hangfire left to go look at it.  There have been a lot of slides in here, but given the freshness of the crown and the debris I am reasonably certain that this is new, and would have run at some point 2/13 as we came upon it very early before the winds had picked up much.

Forecaster: Another observation of this same slide ""Large slide path . 250-300 yards wide 6-8 feet deep break . good 100 yard run out on base .. debris 6-10' deep at end point.  Had good feeling this area was ready to go soon !!!!! BC snowmobiling had hit it 2-3 weeks ago. but held. no no name did not hold. ""
"
2/14/2014,Salt Lake,Guild Line,Natural,Facets,42.0,1800.0,12000.0,North,9800.0,"40.607844000000, -111.615686000000","The start zone was loading rapidly due to wind, and the slab appeared to have failed on 1mm facets. There were several step-downs into depth hoar along the path exposing bare ground. The debris pile was approximately 400' long, over ten feet deep and contained many snapped trees up to 6"" dbh.
HS-N-R3-D3-O"
2/14/2014,Salt Lake,West Monitor,Snowboarder,Depth Hoar,36.0,480.0,12000.0,Northeast,9800.0,"40.642419000000, -111.576376000000",Our party was coming up from a run on Will's Hill and traversing around the ridge above West Monitor. One of our party remotely triggered a cornice fall that cracked several feet back from the edge near the tip of his ski. The cornice was about the size of a small car and stepped down to the ground about 20 feet down the slope. It looked like it took any snow that was freshly loaded with it on the ride. This was slightly around the corner from the large cornice triggered avalanche from a few days ago. 
2/14/2014,Salt Lake,Wolverine Cirque,Natural,Depth Hoar,6.0,3600.0,7200.0,Northeast,10500.0,"40.588537000000, -111.608262000000","Hard to tell if it was triggered by a cornice fall or just heavy wind loading. Pits in the general vicinity indicated that a Rime Crust was formed sometime around Tuesday/Wednesday and this is now buried 10 inches down. Very Easy to Easy, Q1, SP Shears were observed directly below this Rime Crust. The slide appeared to initiate on .5mm facets below this Rime Crust. Another Easy to Moderate Q1, SP Shear was also noted 15 inches below the Rime Crust Shear. After the initial failure below the Rime Crust there appeared to be a step down in the other previously cited weak layer. Then as it descended down hill it rolled over a steep Convex feature that was a rock slab with slope angles > 45 degrees. At this point the slide stepped down for the second time and caused the failure into Basal Facets. This part of the slide appeared to be 6 to 8 feet deep. The entire slide propagated at least 300 feet wide with the deep failure confined to the steep Chutes directly below the Peak. The initial slide started approximately 125 feet below the Peak. Size of the slide appeared to be D 2.5.

Picture not the greatest due to the limited visibility. 

Sustained Moderate to Strong Winds out of the WNW began blowing around 1045 and Transport was Intense. Blowing Snow was observed well off the Peaks and getting down into the Mid Elevations at and below Tree Line.
"
2/15/2014,Salt Lake,Twin Lakes Pass,Snowboarder,Depth Hoar,48.0,2400.0,9600.0,East,10000.0,"40.592861000000, -111.608133000000","We kicked out a cornice, east side upper twin lakes pass towards Patsy Marley. One kick broke the cornice. It ran about 200 yards 200 ft wide 4-5’ crown."
2/14/2014,Provo,Loafer Mountain,Natural,Density Change,24.0,9600.0,42000.0,West,10100.0,"39.980098000000, -111.612167000000","Noticed this morning that the North face of Loafer (above Woodland Hills,) had ran sometime yesterday. Did not run the full length of path, but close. A lot of wet debris. Lots of wind loading from the top and cross loading down the ridge line. Some of the crown looked to be 5-6 feet deep. "
2/15/2014,Salt Lake,Dutch Draw,Natural,New Snow/Old Snow Interface,24.0,600.0,1200.0,Northeast,10000.0,"40.652162000000, -111.593199000000","looked like a natural cornice fall triggered this small pocket, winds blowing strong out of the south"
2/15/2014,Skyline,Spring Creek,Snowmobiler,Depth Hoar,60.0,18000.0,4800.0,Northeast,9900.0,"39.593519000000, -111.296094000000","Rider was hill climbing in the looker right half of the bowl.  At apex of highmark the slope released.  He was able to ride the avalanche on his sled most of the way down before getting bucked off and thrown near the toe.  Luckily, he was not buried or seriously injured.  Photos:  Cade Beck
"
2/15/2014,Logan,Beaver Mountain Backside,Unknown,Depth Hoar,30.0,4800.0,2400.0,East,7000.0,"41.957129000000, -111.542816000000","These slides were not there on the way up to Beaver Mt to patrol this morning.  Saw them on the way home about 5 PM.  Also observed an avalanche off one of the hight peaks above wood camp but it was too dark for photo.
"
2/15/2014,Salt Lake,Flagstaff Ridge,Unknown,New Snow/Old Snow Interface,8.0,1200.0,9600.0,Southeast,9500.0,"40.599000000000, -111.642000000000","Two of us started up at about 10:00 and saw only one other group headed up toward Cardiff (and a few near the bottom working on a kicker.)Knowing the danger was still high per UAC, we decided to hike up Flagstaff Shoulder and ski down the Flagstaff Shoulder staying along the ridge. after reaching False Flag summit, we did a ski cut under the ridge to test the wind affected snow. Nothing went but that didn't change our plans. Both of us took turns skiing down favoring just east of the ridge in soft snow. Small cornices had formed on the east side of the ridge partway down - we avoided them. After re-grouping at about the 9500' elevation, Skier 1 started down a small section of steeper angle just east of the ridge and it immediately broke on a wind-loaded rollover section with the initial crown about 50' in length 5' behind skier. Skier 2 immediately yelled to notify and the triggering skier and Skier 1 angled back to the top of the ridge to avoid the avalanche. The slide propagated to about 75-100 ft wide and ran down hitting a roller and continuing over to run a total of about 800 ft. We had seen no one else in the area above or below us. We worked our way down to the base to observe.

Warm temperatures. Flat light. Overcast. Slight wind (more up top.)
"
2/9/2014,Abajos,Horsehead Peak,Natural,Facets,36.0,7200.0,12000.0,Northeast,10200.0,"37.869893000000, -109.463353000000","Shallow, weak snow has persisted all season. 6"" of heavy, new snow, accompanied by moderate SW winds loaded slope and caused avalanche to step down into older, weak facets. 


"
2/8/2014,Moab,La Sal Mountains,Natural,New Snow/Old Snow Interface,24.0,5400.0,12000.0,Northeast,11300.0,"38.459743000000, -109.247789000000","Noticed rapid wind loading on this slope on February 8th, with sensitive cornices building. Additional snow load came in on February 9th which likely tipped the scales. Observed debris from above on the 13th, and skied in from below on the 15th to have a better look.


"
